"TYPE","PARENT","STATE","COMPLETED","FOCUS","NAME","TAGS","TIME","ENERGY","WAITINGFOR","STARTDATE","DUEDATE","NOTES",
"Task","Standalone","Logbook","2026-3-18","","watch","","","","","","","https://canarytechnologies.slack.com/archives/C0AL1T2H43V/p1773425666729399",
"Task","Standalone","Logbook","2026-3-17","","review rami","","","","","","","https://github.com/canary-technologies-corp/canary/pull/40470",
"Task","Standalone","Logbook","2026-3-24","","merge and deploy, then run fix","","","","","","","https://github.com/canary-technologies-corp/canary/pull/40386/changes#r2939889118",
"Task","Standalone","Logbook","2026-3-17","","Get  Stephanie to coordinate","","","","","","","Everyone in EPD spend time with implementations teamSessions are work shadowing.Most important thing is define a process - get people goingAll new onboards",
"Task","Standalone","Logbook","2026-3-19","","incorporate Julius feedback directly into commands","","","","","","2026-03-19","",
"Task","Standalone","Logbook","2026-3-16","","clear the decks","","","","","","","",
"Task","Standalone","Logbook","2026-3-16","","check in on everyone's sprints.","","","","","","","",
"Task","Standalone","Logbook","2026-3-17","","Check blake directs from yesterday","","","","","","2026-03-17","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdac",
"Task","Standalone","Logbook","2026-3-17","","Clear Linear inbox","","15","High","","","2026-03-17","",
"Task","Standalone","Logbook","2026-3-17","","Clear email inbox","","15","High","","","2026-03-17","",
"Task","Standalone","Logbook","2026-3-17","","Clear Slack","","15","High","","","2026-03-17","",
"Task","Standalone","Logbook","2026-3-17","","Work through triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","Reduce Montse 1-1 cadence","","","","","","2026-03-18","",
"Task","Standalone","Logbook","2026-3-17","","tackle tokenization, then had to tincho","","","","","","","https://linear.app/canary-technologies/issue/ENT-5632/registration-card-cannot-submit-credit-card-details",
"Task","Standalone","Logbook","2026-3-18","","respond lauta","","","","","","","https://github.com/canary-technologies-corp/canary/pull/40605",
"Task","Standalone","Logbook","2026-3-17","","follow-up email peter numbers","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","Work through morning triage","","15","High","","","2026-03-18","",
"Task","Standalone","Logbook","2026-3-25","","onboarding claude md - how to find wyndham hotels etc","","","","","","","",
"Task","Standalone","Logbook","2026-3-22","","should I have a personal daily standup without team?","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","andres comment","","","","","","","https://canarytechnologies.slack.com/archives/D0AANN14E04/p1773827639079399",
"Task","Standalone","Logbook","2026-3-19","","review blake's doc","","","","","","","https://www.notion.so/canarytechnologies/DRAFT-Q2-EPD-Notes-PLEASE-LEAVE-COMMENTS-OR-QUESTIONS-31f8146861518059a5f6e942141a611f",
"Task","Standalone","Logbook","2026-3-19","","check implications of this ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-5643/delete-this-property",
"Task","Standalone","Logbook","2026-3-18","","room sharing","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","Check Ryan has written the ticket for ""non member or unknown""","","","","","","2026-03-19","",
"Task","Standalone","Logbook","2026-3-18","","follow-up on new UI for","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","tell Melisa to pause BW rollout","","","","","","","",
"Task","Standalone","Logbook","2026-3-18","","IHG ticket - start it","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","capture somewhere - I don't htink growthbook feature flag worked well for this messages v2 migration","","","","","","","maybe if we could update growthbook programmatically?Key point: it was tied to a data migration",
"Task","Standalone","Logbook","2026-3-19","","Work through morning triage","","15","High","","","2026-03-19","",
"Task","Standalone","Logbook","2026-3-19","","rearrange planning retro","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","eod","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","ihg no active staff issue","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","Do not allow command to create urgent tickets","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","Claude.md - HOTEL SLUG_NAME","","","","","","","",
"Task","Standalone","Inbox","2026-4-10","","morning triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","mornign triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","agentic","","","","","","","catch up https://canarytechnologies.slack.com/archives/C0ALWJS2TA5",
"Task","Standalone","Logbook","2026-3-19","","sprint planning","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","check on mgmt command progress","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","try to resolve for this hotel","","","","","","","https://linear.app/canary-technologies/issue/ENT-5652/guest-journey-messages-are-missing#comment-059cc1f3",
"Task","Standalone","Logbook","2026-3-19","","slack reminders","","","","","","","",
"Task","Standalone","Logbook","2026-3-19","","try to check these","","","","","","","https://canarytechnologies.slack.com/archives/C08FQ3U01N2/p1773891437687009?thread_ts=1773861172.155349&cid=C08FQ3U01N2",
"Task","Standalone","Logbook","2026-3-24","","read stephanie ticket analysis","","","","","","","https://www.notion.so/canarytechnologies/User-Management-Ticket-Analysis-March-2026-32581468615181fbbec0fcffd9dd9f43?source=copy_link",
"Task","Standalone","Logbook","2026-3-23","","review lauta design","","","","","","","https://linear.app/canary-technologies/issue/CA-92/eng-research-on-having-a-static-admin-role-and-default-property#comment-42a26c70",
"Task","Standalone","Logbook","2026-3-20","","Rami comms","","","","","","","",
"Task","Standalone","Logbook","2026-3-22","","Work through morning triage","","15","High","","","2026-03-20","",
"Task","Standalone","Logbook","2026-3-23","","how can claude safely run code in a python shell?","","","","","","","",
"Task","Standalone","Logbook","2026-3-23","","GDPR","","","","","","","https://linear.app/canary-technologies/issue/ENT-5612/wyndham-gdpr-takedown-request",
"Task","Standalone","Logbook","2026-3-25","","BIG WCP batch - onboarding values","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","Step by step for wyndham phones","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","do the 4 squatted. Way to see messages going through after","","","","","","2026-03-25","",
"Task","Standalone","Logbook","2026-3-24","","SLA tickets in triage","","","","","","","",
"Task","Standalone","Logbook","2026-3-23","","Blake directs updates","","","","","","2026-03-23","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdacTemperature check - we should know who’s underwater, support or change expectations. We’ll start with a silent read, then Blake may ask for clarifications.People - be aware of challenges and get ahead of themUnblock - unblock decisions within the meeting (3-5 min max), or coordinate rapid follow-ups with the relevant folksTee Ups - we do not want this to be another Eng Leads. We’ll limit discussions that occur within this meeting, but it’s useful to frame of discussions and figure out who’s relevant",
"Task","Standalone","Logbook","2026-3-23","","Work through morning triage","","15","High","","","2026-03-23","",
"Task","Standalone","Logbook","2026-3-23","","fix messages - ticket for Tincho","","","","","","","https://linear.app/canary-technologies/issue/ENT-5652/guest-journey-messages-are-missing#comment-2293bd6b",
"Task","Standalone","Logbook","2026-3-23","","james","","","","","","","",
"Task","Standalone","Logbook","2026-3-23","","review andres","","","","","","","",
"Task","Standalone","Logbook","2026-3-23","","peter next setps","","","","","","","",
"Task","Standalone","Logbook","2026-3-31","","cloudflare workers","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","update pods for CA / support","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","fix payment gateway","","","","","","","https://linear.app/canary-technologies/issue/ENT-5632/registration-card-cannot-submit-credit-card-details#comment-6ccf6150",
"Task","Standalone","Logbook","2026-3-23","","120 -> 20 per WABA another 100 to onboard in april","","","","","","2026-03-23","",
"Task","Standalone","Logbook","2026-3-25","","follow up retry whatsapp","","","","","","2026-03-25","https://linear.app/canary-technologies/issue/ENT-5701/retry-whatsapp-registration-for-wcp-sites-that-fell-off-whatsapp",
"Task","Standalone","Logbook","2026-3-24","","intercept stephanie befroe blake on user admin features","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","review lauta sso doc user-facing","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","clear inboxes","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","review RR","","","","","","","https://linear.app/canary-technologies/issue/ENT-5661/eng-design-apply-managed-sections-for-wyndham-compendiums#comment-2aae2890",
"Task","Standalone","Logbook","2026-3-24","","in progress tickets","","","","","","","",
"Task","Standalone","Logbook","2026-3-24","","Check blake directs from yesterday","","","","","","2026-03-24","https://www.notion.so/canarytechnologies/Blake-Directs-29181468615180e38710d8c40cf3fdac",
"Task","Standalone","Logbook","2026-3-24","","Work through morning triage","","15","High","","","2026-03-24","",
"Task","Standalone","Logbook","2026-3-24","","respond to wyndham user request","","","","","","","https://linear.app/canary-technologies/issue/ENT-5584/request-to-remove-wyndham-users",
"Task","Standalone","Logbook","2026-3-30","","Follow up to stay in touch peter g","","","","","","2026-03-30","",
"Task","Standalone","Logbook","2026-3-24","","sla","","","","","","","https://linear.app/canary-technologies/issue/ENT-5690/incorrect-username-correction",
"Task","Standalone","Logbook","2026-3-24","","username deletion ticket","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","check this ticket","","","","","","2026-03-25","https://linear.app/canary-technologies/issue/ENT-5716/corporate-clean-up-user-roles-issue* Filter for users without portfolio wide role grants who have many company hotel users",
"Task","Standalone","Logbook","2026-3-26","","segment name issues","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","follow up on compendium QA","","","","","","2026-03-25","https://linear.app/canary-technologies/issue/ENT-5622/update-wyndham-compendium-plan-with-changes-for-the-wr-credit-card#comment-3b2b8bc8",
"Task","Standalone","Logbook","2026-3-26","","qa plan for BW segmentation (ticket)","","","","","","","",
"Task","Standalone","Logbook","2026-3-26","","bw perm issue","","","","","","","https://linear.app/canary-technologies/issue/ENT-5726/weird-canary-ui-bw",
"Task","Standalone","Logbook","2026-3-25","","Work through morning triage","","15","High","","","2026-03-25","",
"Task","Standalone","Logbook","2026-3-25","","andres diffs comment","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","write connor about number transfers","","","","","","","",
"Task","Standalone","Logbook","2026-3-26","","check KRs and scope additional","","","","","","","",
"Task","Standalone","Logbook","2026-4-1","","Rules-based config - visualization","","60","","","","","",
"Task","Standalone","Logbook","2026-3-25","","fix onboarding","","","","","","","https://www.canarytechnologies.com/manage/onboarding/cohorts/2965cd51-6982-4ef8-8eee-3873bd6488ca/batches/09f9cb28-624f-4436-b916-af6cf188e550",
"Task","Standalone","Logbook","2026-3-25","","wyndham LoA (debug in shell)","","","","","","","",
"Task","Standalone","Logbook","2026-3-25","","follow up on this ticket","","","","","","","https://linear.app/canary-technologies/issue/ENT-5730/segment-editor-loyalty-dropdown-shows-duplicate-labels",
"Task","Standalone","Logbook","2026-3-31","","watch","","10","","","","","https://canarytechnologies.slack.com/archives/C0AL1T2H43V/p1774463966238979",
"Task","Standalone","Logbook","2026-3-27","","review rami","","15","","","","","",
"Task","Standalone","Logbook","2026-3-26","","push the monitored check approach","","","","","","","",
